Lemma('long.a.01.long'): {'lemma': 'long', 'pos': 'ADJ', 'synset': Synset('long.a.01')}
Lemma('beehive.n.01.beehive'): {'lemma': 'beehive', 'pos': 'NOUN', 'synset': Synset('beehive.n.01')}
Lemma('drown_out.v.01.drown_out'): {'lemma': 'drown_out', 'pos': 'VERB', 'synset': Synset('drown_out.v.01')}
Lemma('crying.n.01.weeping'): {'lemma': 'weeping', 'pos': 'NOUN', 'synset': Synset('crying.n.01')}
Lemma('move_over.v.01.give'): {'lemma': 'give', 'pos': 'VERB', 'synset': Synset('move_over.v.01')}
Lemma('hoist.v.01.hoist'): {'lemma': 'hoist', 'pos': 'VERB', 'synset': Synset('hoist.v.01')}
Lemma('mob.n.01.mob'): {'lemma': 'mob', 'pos': 'NOUN', 'synset': Synset('mob.n.01')}
Lemma('principle.n.05.principle'): {'lemma': 'principle', 'pos': 'NOUN', 'synset': Synset('principle.n.05')}
Lemma('wring_out.v.01.squeeze_out'): {'lemma': 'squeeze_out', 'pos': 'VERB', 'synset': Synset('wring_out.v.01')}
Lemma('cipher.n.04.nobody'): {'lemma': 'nobody', 'pos': 'NOUN', 'synset': Synset('cipher.n.04')}
Lemma('consequence.n.01.outcome'): {'lemma': 'outcome', 'pos': 'NOUN', 'synset': Synset('consequence.n.01')}
Lemma('binomial_distribution.n.01.binomial_distribution'): {'lemma': 'binomial_distribution', 'pos': 'NOUN', 'synset': Synset('binomial_distribution.n.01')}
Lemma('identify.v.05.describe'): {'lemma': 'describe', 'pos': 'VERB', 'synset': Synset('identify.v.05')}
Lemma('binomial.a.01.binomial'): {'lemma': 'binomial', 'pos': 'ADJ', 'synset': Synset('binomial.a.01')}
Lemma('bull's_eye.n.02.bull's_eye'): {'lemma': "bull's_eye", 'pos': 'NOUN', 'synset': Synset('bull's_eye.n.02')}
Lemma('zero.s.01.0'): {'lemma': '0', 'pos': 'ADJ', 'synset': Synset('zero.s.01')}
Lemma('bull's_eye.n.01.bull's_eye'): {'lemma': "bull's_eye", 'pos': 'NOUN', 'synset': Synset('bull's_eye.n.01')}
Lemma('wavy.s.01.wavy'): {'lemma': 'wavy', 'pos': 'ADJ', 'synset': Synset('wavy.s.01')}
Lemma('one.n.01.ace'): {'lemma': 'ace', 'pos': 'NOUN', 'synset': Synset('one.n.01')}
Lemma('applicability.n.01.applicability'): {'lemma': 'applicability', 'pos': 'NOUN', 'synset': Synset('applicability.n.01')}
Lemma('compose.v.01.compose'): {'lemma': 'compose', 'pos': 'VERB', 'synset': Synset('compose.v.01')}
Lemma('super.s.02.super'): {'lemma': 'super', 'pos': 'ADJ', 'synset': Synset('super.s.02')}
Lemma('flip.n.04.toss'): {'lemma': 'toss', 'pos': 'NOUN', 'synset': Synset('flip.n.04')}
Lemma('die.n.01.die'): {'lemma': 'die', 'pos': 'NOUN', 'synset': Synset('die.n.01')}
Lemma('mathematically.r.01.mathematically'): {'lemma': 'mathematically', 'pos': 'ADV', 'synset': Synset('mathematically.r.01')}
Lemma('elastic.s.02.flexible'): {'lemma': 'flexible', 'pos': 'ADJ', 'synset': Synset('elastic.s.02')}
Lemma('qualify.v.03.restrict'): {'lemma': 'restrict', 'pos': 'VERB', 'synset': Synset('qualify.v.03')}
Lemma('narrowly.r.01.narrowly'): {'lemma': 'narrowly', 'pos': 'ADV', 'synset': Synset('narrowly.r.01')}
Lemma('accredited.s.01.licensed'): {'lemma': 'licensed', 'pos': 'ADJ', 'synset': Synset('accredited.s.01')}
Lemma('draw.n.04.lot'): {'lemma': 'lot', 'pos': 'NOUN', 'synset': Synset('draw.n.04')}
Lemma('randomly.r.01.at_random'): {'lemma': 'at_random', 'pos': 'ADV', 'synset': Synset('randomly.r.01')}
Lemma('nondriver.n.01.nondriver'): {'lemma': 'nondriver', 'pos': 'NOUN', 'synset': Synset('nondriver.n.01')}
Lemma('notation.n.01.notation'): {'lemma': 'notation', 'pos': 'NOUN', 'synset': Synset('notation.n.01')}
Lemma('random_variable.n.01.random_variable'): {'lemma': 'random_variable', 'pos': 'NOUN', 'synset': Synset('random_variable.n.01')}
Lemma('label.n.01.label'): {'lemma': 'label', 'pos': 'NOUN', 'synset': Synset('label.n.01')}
Lemma('binomial.n.01.binomial'): {'lemma': 'binomial', 'pos': 'NOUN', 'synset': Synset('binomial.n.01')}
Lemma('term.n.04.term'): {'lemma': 'term', 'pos': 'NOUN', 'synset': Synset('term.n.04')}
Lemma('hairless.a.01.hairless'): {'lemma': 'hairless', 'pos': 'ADJ', 'synset': Synset('hairless.a.01')}
Lemma('preclude.v.02.rule_out'): {'lemma': 'rule_out', 'pos': 'VERB', 'synset': Synset('preclude.v.02')}
Lemma('cycle.n.01.round'): {'lemma': 'round', 'pos': 'NOUN', 'synset': Synset('cycle.n.01')}
Lemma('target_practice.n.01.target_practice'): {'lemma': 'target_practice', 'pos': 'NOUN', 'synset': Synset('target_practice.n.01')}
Lemma('museum.n.01.museum'): {'lemma': 'museum', 'pos': 'NOUN', 'synset': Synset('museum.n.01')}
Lemma('much.r.05.often'): {'lemma': 'often', 'pos': 'ADV', 'synset': Synset('much.r.05')}
Lemma('draw.v.14.draw'): {'lemma': 'draw', 'pos': 'VERB', 'synset': Synset('draw.v.14')}
Lemma('cast.v.02.cast'): {'lemma': 'cast', 'pos': 'VERB', 'synset': Synset('cast.v.02')}
Lemma('integer.n.01.whole_number'): {'lemma': 'whole_number', 'pos': 'NOUN', 'synset': Synset('integer.n.01')}
Lemma('constancy.n.01.constancy'): {'lemma': 'constancy', 'pos': 'NOUN', 'synset': Synset('constancy.n.01')}
Lemma('hand.n.06.hand'): {'lemma': 'hand', 'pos': 'NOUN', 'synset': Synset('hand.n.06')}
Lemma('physical_phenomenon.n.01.physical_phenomenon'): {'lemma': 'physical_phenomenon', 'pos': 'NOUN', 'synset': Synset('physical_phenomenon.n.01')}
Lemma('baseline.n.01.baseline'): {'lemma': 'baseline', 'pos': 'NOUN', 'synset': Synset('baseline.n.01')}
Lemma('match.v.03.pair'): {'lemma': 'pair', 'pos': 'VERB', 'synset': Synset('match.v.03')}
Lemma('figure.n.06.figure'): {'lemma': 'figure', 'pos': 'NOUN', 'synset': Synset('figure.n.06')}
Lemma('concur.v.02.concur'): {'lemma': 'concur', 'pos': 'VERB', 'synset': Synset('concur.v.02')}
Lemma('concurrence.n.02.concurrence'): {'lemma': 'concurrence', 'pos': 'NOUN', 'synset': Synset('concurrence.n.02')}
Lemma('give_voice.v.01.formulate'): {'lemma': 'formulate', 'pos': 'VERB', 'synset': Synset('give_voice.v.01')}
Lemma('jesus.n.01.Savior'): {'lemma': 'savior', 'pos': 'NOUN', 'synset': Synset('jesus.n.01')}
Lemma('eon.n.03.aeon'): {'lemma': 'aeon', 'pos': 'NOUN', 'synset': Synset('eon.n.03')}
Lemma('crucifixion.n.01.crucifixion'): {'lemma': 'crucifixion', 'pos': 'NOUN', 'synset': Synset('crucifixion.n.01')}
Lemma('fatality.n.01.human_death'): {'lemma': 'human_death', 'pos': 'NOUN', 'synset': Synset('fatality.n.01')}
Lemma('motion.n.04.motion'): {'lemma': 'motion', 'pos': 'NOUN', 'synset': Synset('motion.n.04')}
Lemma('recurrence.n.01.recurrence'): {'lemma': 'recurrence', 'pos': 'NOUN', 'synset': Synset('recurrence.n.01')}
Lemma('aboriginal.s.03.primeval'): {'lemma': 'primeval', 'pos': 'ADJ', 'synset': Synset('aboriginal.s.03')}
Lemma('adam.n.01.Adam'): {'lemma': 'adam', 'pos': 'NOUN', 'synset': Synset('adam.n.01')}
Lemma('whence.r.01.whence'): {'lemma': 'whence', 'pos': 'ADV', 'synset': Synset('whence.r.01')}
Lemma('virgin.s.01.virgin'): {'lemma': 'virgin', 'pos': 'ADJ', 'synset': Synset('virgin.s.01')}
Lemma('eve.n.01.Eve'): {'lemma': 'eve', 'pos': 'NOUN', 'synset': Synset('eve.n.01')}
Lemma('preexistence.n.01.preexistence'): {'lemma': 'preexistence', 'pos': 'NOUN', 'synset': Synset('preexistence.n.01')}
Lemma('identify.v.06.identify'): {'lemma': 'identify', 'pos': 'VERB', 'synset': Synset('identify.v.06')}
Lemma('preexistent.s.01.preexistent'): {'lemma': 'preexistent', 'pos': 'ADJ', 'synset': Synset('preexistent.s.01')}
Lemma('eternity.n.02.eternity'): {'lemma': 'eternity', 'pos': 'NOUN', 'synset': Synset('eternity.n.02')}
Lemma('avowal.n.01.affirmation'): {'lemma': 'affirmation', 'pos': 'NOUN', 'synset': Synset('avowal.n.01')}
Lemma('likeness.n.01.similitude'): {'lemma': 'similitude', 'pos': 'NOUN', 'synset': Synset('likeness.n.01')}
Lemma('hagiographa.n.01.Writings'): {'lemma': 'writings', 'pos': 'NOUN', 'synset': Synset('hagiographa.n.01')}
Lemma('holy_ghost.n.01.Holy_Spirit'): {'lemma': 'holy_spirit', 'pos': 'NOUN', 'synset': Synset('holy_ghost.n.01')}
Lemma('animal.s.01.animal'): {'lemma': 'animal', 'pos': 'ADJ', 'synset': Synset('animal.s.01')}
Lemma('animal.s.01.carnal'): {'lemma': 'carnal', 'pos': 'ADJ', 'synset': Synset('animal.s.01')}
Lemma('fallible.s.02.imperfect'): {'lemma': 'imperfect', 'pos': 'ADJ', 'synset': Synset('fallible.s.02')}
Lemma('oyster.n.01.oyster'): {'lemma': 'oyster', 'pos': 'NOUN', 'synset': Synset('oyster.n.01')}
Lemma('mortal.a.01.mortal'): {'lemma': 'mortal', 'pos': 'ADJ', 'synset': Synset('mortal.a.01')}
Lemma('creation.n.03.creation'): {'lemma': 'creation', 'pos': 'NOUN', 'synset': Synset('creation.n.03')}
Lemma('nobility.n.02.grandeur'): {'lemma': 'grandeur', 'pos': 'NOUN', 'synset': Synset('nobility.n.02')}
Lemma('elate.v.01.lift_up'): {'lemma': 'lift_up', 'pos': 'VERB', 'synset': Synset('elate.v.01')}
Lemma('transgress.v.04.overstep'): {'lemma': 'overstep', 'pos': 'VERB', 'synset': Synset('transgress.v.04')}
Lemma('conceited.s.01.self-conceited'): {'lemma': 'self-conceited', 'pos': 'ADJ', 'synset': Synset('conceited.s.01')}
Lemma('arrogance.n.01.arrogance'): {'lemma': 'arrogance', 'pos': 'NOUN', 'synset': Synset('arrogance.n.01')}
Lemma('lay_down.v.01.lay_down'): {'lemma': 'lay_down', 'pos': 'VERB', 'synset': Synset('lay_down.v.01')}
Lemma('observe.v.06.keep'): {'lemma': 'keep', 'pos': 'VERB', 'synset': Synset('observe.v.06')}
Lemma('melt.v.01.melt'): {'lemma': 'melt', 'pos': 'VERB', 'synset': Synset('melt.v.01')}
Lemma('imprecise.a.01.imprecise'): {'lemma': 'imprecise', 'pos': 'ADJ', 'synset': Synset('imprecise.a.01')}
Lemma('humanness.n.01.humanity'): {'lemma': 'humanity', 'pos': 'NOUN', 'synset': Synset('humanness.n.01')}
Lemma('disobedience.n.01.disobedience'): {'lemma': 'disobedience', 'pos': 'NOUN', 'synset': Synset('disobedience.n.01')}
Lemma('juggle.v.01.beguile'): {'lemma': 'beguile', 'pos': 'VERB', 'synset': Synset('juggle.v.01')}
Lemma('pretext.n.01.pretext'): {'lemma': 'pretext', 'pos': 'NOUN', 'synset': Synset('pretext.n.01')}
Lemma('obedience.n.01.obedience'): {'lemma': 'obedience', 'pos': 'NOUN', 'synset': Synset('obedience.n.01')}
Lemma('disobedient.a.01.disobedient'): {'lemma': 'disobedient', 'pos': 'ADJ', 'synset': Synset('disobedient.a.01')}
Lemma('virgin.n.01.virgin'): {'lemma': 'virgin', 'pos': 'NOUN', 'synset': Synset('virgin.n.01')}
Lemma('mary.n.01.Mary'): {'lemma': 'mary', 'pos': 'NOUN', 'synset': Synset('mary.n.01')}
Lemma('bespoken.s.02.betrothed'): {'lemma': 'betrothed', 'pos': 'ADJ', 'synset': Synset('bespoken.s.02')}
Lemma('concede.v.02.yield'): {'lemma': 'yield', 'pos': 'VERB', 'synset': Synset('concede.v.02')}
Lemma('potential.n.01.potentiality'): {'lemma': 'potentiality', 'pos': 'NOUN', 'synset': Synset('potential.n.01')}
Lemma('extenuate.v.01.extenuate'): {'lemma': 'extenuate', 'pos': 'VERB', 'synset': Synset('extenuate.v.01')}
Lemma('negligence.n.01.carelessness'): {'lemma': 'carelessness', 'pos': 'NOUN', 'synset': Synset('negligence.n.01')}
Lemma('sinful.s.02.wicked'): {'lemma': 'wicked', 'pos': 'ADJ', 'synset': Synset('sinful.s.02')}
Lemma('word_of_god.n.01.Word_of_God'): {'lemma': 'word_of_god', 'pos': 'NOUN', 'synset': Synset('word_of_god.n.01')}
Lemma('primitively.r.01.in_the_beginning'): {'lemma': 'in_the_beginning', 'pos': 'ADV', 'synset': Synset('primitively.r.01')}
Lemma('tour.n.01.circuit'): {'lemma': 'circuit', 'pos': 'NOUN', 'synset': Synset('tour.n.01')}
Lemma('nadir.n.01.nadir'): {'lemma': 'nadir', 'pos': 'NOUN', 'synset': Synset('nadir.n.01')}
Lemma('fall.v.09.fall'): {'lemma': 'fall', 'pos': 'VERB', 'synset': Synset('fall.v.09')}
Lemma('confiscate.s.01.forfeit'): {'lemma': 'forfeit', 'pos': 'ADJ', 'synset': Synset('confiscate.s.01')}
Lemma('hand_over.v.01.hand_over'): {'lemma': 'hand_over', 'pos': 'VERB', 'synset': Synset('hand_over.v.01')}
Lemma('sabbath.n.01.Sabbath'): {'lemma': 'sabbath', 'pos': 'NOUN', 'synset': Synset('sabbath.n.01')}
Lemma('wages.n.01.wages'): {'lemma': 'wages', 'pos': 'NOUN', 'synset': Synset('wages.n.01')}
Lemma('primitively.r.01.originally'): {'lemma': 'originally', 'pos': 'ADV', 'synset': Synset('primitively.r.01')}
Lemma('follow.v.07.conform_to'): {'lemma': 'conform_to', 'pos': 'VERB', 'synset': Synset('follow.v.07')}
Lemma('heaven-sent.s.01.providential'): {'lemma': 'providential', 'pos': 'ADJ', 'synset': Synset('heaven-sent.s.01')}
Lemma('punitive.a.01.punitive'): {'lemma': 'punitive', 'pos': 'ADJ', 'synset': Synset('punitive.a.01')}
Lemma('chase_away.v.01.drive_out'): {'lemma': 'drive_out', 'pos': 'VERB', 'synset': Synset('chase_away.v.01')}
Lemma('remove.v.05.remove'): {'lemma': 'remove', 'pos': 'VERB', 'synset': Synset('remove.v.05')}
Lemma('feel_for.v.01.pity'): {'lemma': 'pity', 'pos': 'VERB', 'synset': Synset('feel_for.v.01')}
Lemma('evil.n.03.evil'): {'lemma': 'evil', 'pos': 'NOUN', 'synset': Synset('evil.n.03')}
Lemma('endless.s.01.interminable'): {'lemma': 'interminable', 'pos': 'ADJ', 'synset': Synset('endless.s.01')}
Lemma('irremediable.a.01.irremediable'): {'lemma': 'irremediable', 'pos': 'ADJ', 'synset': Synset('irremediable.a.01')}
Lemma('boundary.n.02.bound'): {'lemma': 'bound', 'pos': 'NOUN', 'synset': Synset('boundary.n.02')}
Lemma('interpose.v.02.interpose'): {'lemma': 'interpose', 'pos': 'VERB', 'synset': Synset('interpose.v.02')}
Lemma('dissolution.n.01.dissolution'): {'lemma': 'dissolution', 'pos': 'NOUN', 'synset': Synset('dissolution.n.01')}
Lemma('corroborate.v.03.bear_out'): {'lemma': 'bear_out', 'pos': 'VERB', 'synset': Synset('corroborate.v.03')}
Lemma('bestowal.n.01.bestowal'): {'lemma': 'bestowal', 'pos': 'NOUN', 'synset': Synset('bestowal.n.01')}
Lemma('incorruptibility.n.01.incorruptibility'): {'lemma': 'incorruptibility', 'pos': 'NOUN', 'synset': Synset('incorruptibility.n.01')}
Lemma('rescue.n.01.deliverance'): {'lemma': 'deliverance', 'pos': 'NOUN', 'synset': Synset('rescue.n.01')}
Lemma('transience.n.01.transience'): {'lemma': 'transience', 'pos': 'NOUN', 'synset': Synset('transience.n.01')}
Lemma('dramatically.r.01.dramatically'): {'lemma': 'dramatically', 'pos': 'ADV', 'synset': Synset('dramatically.r.01')}
Lemma('elder.s.01.older'): {'lemma': 'older', 'pos': 'ADJ', 'synset': Synset('elder.s.01')}
Lemma('translate.v.04.translate'): {'lemma': 'translate', 'pos': 'VERB', 'synset': Synset('translate.v.04')}
Lemma('eternal_life.n.01.life_eternal'): {'lemma': 'life_eternal', 'pos': 'NOUN', 'synset': Synset('eternal_life.n.01')}
Lemma('embarrassment.n.03.embarrassment'): {'lemma': 'embarrassment', 'pos': 'NOUN', 'synset': Synset('embarrassment.n.03')}
Lemma('naturalness.n.01.naturalness'): {'lemma': 'naturalness', 'pos': 'NOUN', 'synset': Synset('naturalness.n.01')}
Lemma('example.n.01.illustration'): {'lemma': 'illustration', 'pos': 'NOUN', 'synset': Synset('example.n.01')}
Lemma('termination.n.01.termination'): {'lemma': 'termination', 'pos': 'NOUN', 'synset': Synset('termination.n.01')}
Lemma('natural_order.n.01.natural_order'): {'lemma': 'natural_order', 'pos': 'NOUN', 'synset': Synset('natural_order.n.01')}
Lemma('temporal.s.01.temporal'): {'lemma': 'temporal', 'pos': 'ADJ', 'synset': Synset('temporal.s.01')}
Lemma('parcel.n.02.share'): {'lemma': 'share', 'pos': 'NOUN', 'synset': Synset('parcel.n.02')}
Lemma('giving.n.01.gift'): {'lemma': 'gift', 'pos': 'NOUN', 'synset': Synset('giving.n.01')}
Lemma('appointed.s.03.appointed'): {'lemma': 'appointed', 'pos': 'ADJ', 'synset': Synset('appointed.s.03')}
Lemma('creation.n.05.Creation'): {'lemma': 'creation', 'pos': 'NOUN', 'synset': Synset('creation.n.05')}
Lemma('drastic.s.01.drastic'): {'lemma': 'drastic', 'pos': 'ADJ', 'synset': Synset('drastic.s.01')}
Lemma('linear_operator.n.01.linear_operator'): {'lemma': 'linear_operator', 'pos': 'NOUN', 'synset': Synset('linear_operator.n.01')}
Lemma('dimensional.s.02.dimensional'): {'lemma': 'dimensional', 'pos': 'ADJ', 'synset': Synset('dimensional.s.02')}
Lemma('decompose.v.01.decompose'): {'lemma': 'decompose', 'pos': 'VERB', 'synset': Synset('decompose.v.01')}
Lemma('operator.n.01.operator'): {'lemma': 'operator', 'pos': 'NOUN', 'synset': Synset('operator.n.01')}
Lemma('vector.n.01.vector'): {'lemma': 'vector', 'pos': 'NOUN', 'synset': Synset('vector.n.01')}
Lemma('polynomial.n.01.polynomial'): {'lemma': 'polynomial', 'pos': 'NOUN', 'synset': Synset('polynomial.n.01')}
Lemma('factor.v.01.factor'): {'lemma': 'factor', 'pos': 'VERB', 'synset': Synset('factor.v.01')}
Lemma('scalar_field.n.01.scalar_field'): {'lemma': 'scalar_field', 'pos': 'NOUN', 'synset': Synset('scalar_field.n.01')}
Lemma('monic_polynomial.n.01.monic_polynomial'): {'lemma': 'monic_polynomial', 'pos': 'NOUN', 'synset': Synset('monic_polynomial.n.01')}
Lemma('degree.n.05.degree'): {'lemma': 'degree', 'pos': 'NOUN', 'synset': Synset('degree.n.05')}
Lemma('algebraically.r.01.algebraically'): {'lemma': 'algebraically', 'pos': 'ADV', 'synset': Synset('algebraically.r.01')}
Lemma('field.n.10.field'): {'lemma': 'field', 'pos': 'NOUN', 'synset': Synset('field.n.10')}
Lemma('diagonalizable.a.01.diagonalizable'): {'lemma': 'diagonalizable', 'pos': 'ADJ', 'synset': Synset('diagonalizable.a.01')}
Lemma('null_space.n.01.null_space'): {'lemma': 'null_space', 'pos': 'NOUN', 'synset': Synset('null_space.n.01')}
Lemma('subspace.n.01.subspace'): {'lemma': 'subspace', 'pos': 'NOUN', 'synset': Synset('subspace.n.01')}
Lemma('decomposition.n.01.decomposition'): {'lemma': 'decomposition', 'pos': 'NOUN', 'synset': Synset('decomposition.n.01')}
Lemma('prime.n.01.prime'): {'lemma': 'prime', 'pos': 'NOUN', 'synset': Synset('prime.n.01')}
Lemma('irreducible.a.01.irreducible'): {'lemma': 'irreducible', 'pos': 'ADJ', 'synset': Synset('irreducible.a.01')}
Lemma('invariant.s.01.invariant'): {'lemma': 'invariant', 'pos': 'ADJ', 'synset': Synset('invariant.s.01')}
Lemma('direct_sum.n.01.direct_sum'): {'lemma': 'direct_sum', 'pos': 'NOUN', 'synset': Synset('direct_sum.n.01')}
Lemma('identity.n.03.identity'): {'lemma': 'identity', 'pos': 'NOUN', 'synset': Synset('identity.n.03')}
Lemma('behave.v.03.behave'): {'lemma': 'behave', 'pos': 'VERB', 'synset': Synset('behave.v.03')}
Lemma('commute.v.01.commute'): {'lemma': 'commute', 'pos': 'VERB', 'synset': Synset('commute.v.01')}
Lemma('nilpotent.a.01.nilpotent'): {'lemma': 'nilpotent', 'pos': 'ADJ', 'synset': Synset('nilpotent.a.01')}
Lemma('root.n.04.root'): {'lemma': 'root', 'pos': 'NOUN', 'synset': Synset('root.n.04')}
Lemma('complex_number.n.01.complex_number'): {'lemma': 'complex_number', 'pos': 'NOUN', 'synset': Synset('complex_number.n.01')}
Lemma('sum.n.03.sum'): {'lemma': 'sum', 'pos': 'NOUN', 'synset': Synset('sum.n.03')}
Lemma('reduce.v.06.reduce'): {'lemma': 'reduce', 'pos': 'VERB', 'synset': Synset('reduce.v.06')}
Lemma('differential_equation.n.01.differential_equation'): {'lemma': 'differential_equation', 'pos': 'NOUN', 'synset': Synset('differential_equation.n.01')}
Lemma('linear_algebra.n.01.linear_algebra'): {'lemma': 'linear_algebra', 'pos': 'NOUN', 'synset': Synset('linear_algebra.n.01')}
Lemma('differentiable.a.01.differentiable'): {'lemma': 'differentiable', 'pos': 'ADJ', 'synset': Synset('differentiable.a.01')}
Lemma('solution.n.04.solution'): {'lemma': 'solution', 'pos': 'NOUN', 'synset': Synset('solution.n.04')}
Lemma('differentiation.n.02.differentiation'): {'lemma': 'differentiation', 'pos': 'NOUN', 'synset': Synset('differentiation.n.02')}
Lemma('expressible.a.01.expressible'): {'lemma': 'expressible', 'pos': 'ADJ', 'synset': Synset('expressible.a.01')}
Lemma('reduction.n.03.reduction'): {'lemma': 'reduction', 'pos': 'NOUN', 'synset': Synset('reduction.n.03')}
Lemma('generalization.n.01.induction'): {'lemma': 'induction', 'pos': 'NOUN', 'synset': Synset('generalization.n.01')}
Lemma('exponential.n.01.exponential_function'): {'lemma': 'exponential_function', 'pos': 'NOUN', 'synset': Synset('exponential.n.01')}
Lemma('concord.n.01.Concord'): {'lemma': 'concord', 'pos': 'NOUN', 'synset': Synset('concord.n.01')}
Lemma('parole.n.01.word'): {'lemma': 'word', 'pos': 'NOUN', 'synset': Synset('parole.n.01')}
Lemma('spur.v.03.spur'): {'lemma': 'spur', 'pos': 'VERB', 'synset': Synset('spur.v.03')}
Lemma('whoop.v.01.whoop'): {'lemma': 'whoop', 'pos': 'VERB', 'synset': Synset('whoop.v.01')}
Lemma('kick_up.v.01.kick_up'): {'lemma': 'kick_up', 'pos': 'VERB', 'synset': Synset('kick_up.v.01')}
Lemma('misjudge.v.01.misjudge'): {'lemma': 'misjudge', 'pos': 'VERB', 'synset': Synset('misjudge.v.01')}
Lemma('seam.n.01.seam'): {'lemma': 'seam', 'pos': 'NOUN', 'synset': Synset('seam.n.01')}
Lemma('shopkeeper.n.01.storekeeper'): {'lemma': 'storekeeper', 'pos': 'NOUN', 'synset': Synset('shopkeeper.n.01')}
Lemma('machinist.n.01.mechanic'): {'lemma': 'mechanic', 'pos': 'NOUN', 'synset': Synset('machinist.n.01')}
Lemma('stone_wall.n.01.stone_wall'): {'lemma': 'stone_wall', 'pos': 'NOUN', 'synset': Synset('stone_wall.n.01')}
Lemma('dashing.s.01.dashing'): {'lemma': 'dashing', 'pos': 'ADJ', 'synset': Synset('dashing.s.01')}
Lemma('contempt.n.02.contempt'): {'lemma': 'contempt', 'pos': 'NOUN', 'synset': Synset('contempt.n.02')}
Lemma('regular.n.01.regular'): {'lemma': 'regular', 'pos': 'NOUN', 'synset': Synset('regular.n.01')}
Lemma('deplorably.r.01.deplorably'): {'lemma': 'deplorably', 'pos': 'ADV', 'synset': Synset('deplorably.r.01')}
Lemma('redcoat.n.01.redcoat'): {'lemma': 'redcoat', 'pos': 'NOUN', 'synset': Synset('redcoat.n.01')}
Lemma('nauseated.s.01.nauseated'): {'lemma': 'nauseated', 'pos': 'ADJ', 'synset': Synset('nauseated.s.01')}
Lemma('flint.n.01.flint'): {'lemma': 'flint', 'pos': 'NOUN', 'synset': Synset('flint.n.01')}
Lemma('priming.n.01.priming'): {'lemma': 'priming', 'pos': 'NOUN', 'synset': Synset('priming.n.01')}
Lemma('piece.n.09.piece'): {'lemma': 'piece', 'pos': 'NOUN', 'synset': Synset('piece.n.09')}
